run_id,variant,fault_id,fault_family,study_scope,ablation_block,hypothesis_id,interpretation_note,faithfulness_label,intensity_level,duration_level,pending_level,train_mode,repeat_idx,seed_idx,run_seed,loadgen_seed,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s,alarm_fp_fraction,paper_af,paper_at,paper_ntn,paper_nfp,normal_window_ticks,num_alarms_before_fault_on,prediction_target_eval,alarm_time_filter,post_bootstrap_ts,fault_on_ts,slo_proxy_ts,anomaly_quantile_level,som_smooth_k,anomaly_streak,anomaly_quantile,som_kfold,som_rows,som_cols,som_lr,som_sigma,poll_sec,bootstrap_target,expected_bootstrap_vectors,effective_bootstrap_vectors,required_bootstrap_vectors,bootstrap_vectors_ok,coverage_ok,observability_limited,top_feature,top_effect_size,degenerate_features,normal_variance_score,matching_mode,som_model_present,som_metrics_error,som_dim,som_training_steps,som_threshold_saved,som_init_trials,som_selected_fold,som_selected_init,som_validation_accuracy,som_normalization_mode,som_online_clip_mode,som_scale_mean,som_scale_std,som_scale_min,som_scale_max,som_weight_mean,som_weight_std,som_weight_frobenius,som_unit_weight_l2_mean,som_unit_weight_l2_std,som_neighbor_dist_h_mean,som_neighbor_dist_v_mean,som_umatrix_mean,som_quantization_mean_bmu_dist,som_quantization_n_samples
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r10,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,10,1,3444916520,3444916520,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,2,0,2,0,injection_onset,before_any_future_fault_start,1774809224.433973,1774809227.2510982,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,80697282.23492064,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",295843.91856943653,one_to_one,True,,9,1942,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,191.22931343360068,1784.282220491477,172272.03858932838,1443.0264636893553,5186.497841433729,184.94005178448919,298.2573590201552,241.5987054023222,12.879400145123368,21
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r01,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,1,1,2038402450,2038402450,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,5,0,5,0,injection_onset,before_any_future_fault_start,1774804250.171374,1774804255.214425,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,68263936.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,903,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,225.7412989208527,1991.6315677171172,192420.8691752912,1716.5280822793925,5762.944582662457,239.4224636297284,271.0221420727715,255.22230285124994,53.00052751483776,1
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r02,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,2,1,2984410306,2984410306,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,3,0,3,0,injection_onset,before_any_future_fault_start,1774804506.589034,1774804509.759394,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,68390912.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,963,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,209.53348954617923,1881.8917531752693,181777.99258886935,1577.472416565414,5457.139219423458,217.03975464218692,269.96487336764443,243.5023140049157,43.19324583124036,1
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r03,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,3,1,1330896386,1330896386,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,3,0,3,0,injection_onset,before_any_future_fault_start,1774804760.702239,1774804764.3028212,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,67645440.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,1025,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,189.90172305595777,1737.7626217474817,167818.3683926065,1412.5947095075467,5050.496067945407,191.97056770692774,268.1712958570103,230.07093178196902,46.14505028109919,1
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r04,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,4,1,2000069773,2000069773,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,3,0,3,0,injection_onset,before_any_future_fault_start,1774805016.4390059,1774805020.25037,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,62218240.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,1090,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,188.2327852995469,1732.4352961042332,167292.5989856119,1399.0683907521616,5037.209581488808,188.89436467487414,268.0362178759254,228.46529127539978,70.07316353633827,1
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r05,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,5,1,3166216442,3166216442,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,3,0,3,0,injection_onset,before_any_future_fault_start,1774805287.680362,1774805291.45787,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,72836710.4,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",1608675.1880607512,one_to_one,True,,9,1154,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,167.10702000700232,1535.2739451125333,148256.7894098326,1216.6502017325336,4470.422784336779,173.85764822876527,263.34665476571155,218.60215149723842,27.78759990511618,2
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r06,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,6,1,779059397,779059397,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,4,0,4,0,injection_onset,before_any_future_fault_start,1774805560.7113779,1774805564.951435,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,62906368.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,1218,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,154.36328123978316,1398.7882543574913,135098.86651777284,1107.2450726405934,4074.056673295726,165.76914822446724,255.52648583293472,210.64781702870098,64.12042778982217,1
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r07,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,7,1,3390095894,3390095894,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,3,0,3,0,injection_onset,before_any_future_fault_start,1774805832.980993,1774805836.845302,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,63479808.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,1278,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,154.24361589287614,1397.7421781868577,134997.78907121823,1101.800732329375,4072.260275789688,164.55701731807886,254.32910193713295,209.44305962760592,32.1325346364523,1
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r08,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,8,1,3704578544,3704578544,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,3,0,3,0,injection_onset,before_any_future_fault_start,1774806094.017654,1774806097.5438368,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,413523558.4,"disk_fill_mb,open_fds_sim,retry_rate",53483235.15693267,one_to_one,True,,9,1339,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,154.06807641406684,1397.7016132424467,134992.07091229322,1100.270231132408,4072.488964375233,164.6749985366189,254.34912836252158,209.51206344957023,14105.647630133499,2
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r09,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,9,1,2096542080,2096542080,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,7,0,7,0,injection_onset,before_any_future_fault_start,1774806356.31955,1774806363.78393,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,63455232.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,1399,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,152.76204826039762,1387.9783868989139,134050.52549727898,1089.5621930764,4044.902525451454,164.25393016084215,253.9217292024522,209.08782968164718,32.92371530356158,1
20260329T154850Z-screen_threshold-mem_leak-ibase-dbase-wbase-s01-r10,screen_threshold,mem_leak,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,10,1,3991004617,3991004617,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,2,0,2,0,injection_onset,before_any_future_fault_start,1774806624.247469,1774806626.8683279,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,72031049.95555556,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",178183.64018508524,one_to_one,True,,9,1458,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,150.35136061844867,1379.2231783262605,133189.82386286385,1071.92804409641,4021.7818481028453,157.16249544552122,253.72795169558262,205.44522357055195,41.25300739721684,3
20260329T154850Z-screen_training_topology-cpu_hog_like-ibase-dbase-wbase-s01-r01,screen_training_topology,cpu_hog_like,paper_aligned,extended,training,H-kfold-geometry,"Reduced K-fold, smaller map, clip; quantile 0.80 to improve pre-fault alarm rate in lab.",extended-beyond-paper,base,base,base,fresh_bootstrap,1,1,714399926,714399926,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,25,0,25,0,injection_onset,before_any_future_fault_start,1774810877.998585,1774810903.7366898,,base,5,3,0.8,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,83061145.6,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,650,13.174279124737161,1,0,0,0.8,train_max_100,clip_300,9202804.776138447,26029453.111849107,0.09437499999999979,82825216.0,48.67866625215879,49.63737562689912,4171.394705128466,204.9843528999088,38.50648687091738,6.729591576416624,7.154992515751933,6.942292046084279,5.455412882541857,1
20260329T154850Z-screen_training_topology-cpu_hog_like-ibase-dbase-wbase-s01-r03,screen_training_topology,cpu_hog_like,paper_aligned,extended,training,H-kfold-geometry,"Reduced K-fold, smaller map, clip; quantile 0.80 to improve pre-fault alarm rate in lab.",extended-beyond-paper,base,base,base,fresh_bootstrap,3,1,4225730888,4225730888,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,23,0,23,0,injection_onset,before_any_future_fault_start,1774811208.4482062,1774811232.4301,,base,5,3,0.8,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_open_fds,0.08461538461538254,"db_inflight,disk_fill_mb,leak_mb,open_fds_sim,proc_mem_bytes,retry_rate",0.0951630419253865,one_to_one,True,,9,650,20.599397544153685,1,0,0,0.8,train_max_100,clip_300,9188241.278807225,25988261.13569762,0.24357142857142847,82694144.0,47.65771330467134,52.94971459766609,4274.312539842676,209.4891187315996,42.29276952031678,11.557400410088805,8.462072293860205,10.009736351974505,12.691617559768519,38
20260329T154850Z-screen_training_topology-cpu_hog_like-ibase-dbase-wbase-s01-r05,screen_training_topology,cpu_hog_like,paper_aligned,extended,training,H-kfold-geometry,"Reduced K-fold, smaller map, clip; quantile 0.80 to improve pre-fault alarm rate in lab.",extended-beyond-paper,base,base,base,fresh_bootstrap,5,1,1638066373,1638066373,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,21,0,21,0,injection_onset,before_any_future_fault_start,1774811593.6428192,1774811615.269303,,base,5,3,0.8,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,131072.0,"db_inflight,disk_fill_mb,leak_mb,open_fds_sim,retry_rate",1556.9884324614477,one_to_one,True,,9,652,18.029367636631044,1,0,0,0.7625,train_max_100,clip_300,9154563.104308905,25893004.721578117,0.6875,82391040.0,42.79771466769256,45.12473941081233,3731.540078253938,185.9983813272616,14.682660953556692,6.916811572527355,4.518599776885778,5.717705674706566,4.363236205260044,21
20260329T154850Z-screen_training_topology-mem_leak-ibase-dbase-wbase-s01-r01,screen_training_topology,mem_leak,paper_aligned,extended,training,H-kfold-geometry,"Reduced K-fold, smaller map, clip; quantile 0.80 to improve pre-fault alarm rate in lab.",extended-beyond-paper,base,base,base,fresh_bootstrap,1,1,3779946923,3779946923,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,19,0,19,0,injection_onset,before_any_future_fault_start,1774809475.213624,1774809494.614337,,base,5,3,0.8,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,652453660.4444444,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",28644434.635152094,one_to_one,True,,9,649,8.458853716652243,1,0,0,0.8,train_max_100,clip_300,9168671.418220542,25932909.47468304,0.03642749999999996,82518016.0,60.42849966579209,61.23747450471549,5161.964226926368,246.57918564185368,76.24560255102625,13.55867974624984,13.578036506379338,13.568358126314589,39.71668389546437,18
20260329T154850Z-screen_training_topology-mem_leak-ibase-dbase-wbase-s01-r03,screen_training_topology,mem_leak,paper_aligned,extended,training,H-kfold-geometry,"Reduced K-fold, smaller map, clip; quantile 0.80 to improve pre-fault alarm rate in lab.",extended-beyond-paper,base,base,base,fresh_bootstrap,3,1,4108500555,4108500555,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,18,0,18,0,injection_onset,before_any_future_fault_start,1774809758.125361,1774809776.949323,,base,5,3,0.8,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,413299799.77142864,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",39295262.17706979,one_to_one,True,,9,651,14.011289002860224,1,0,0,0.8,train_max_100,clip_300,9175498.337705337,25952218.11446999,0.09374999999999993,82579456.0,50.5214651190949,58.047094699891204,4617.226560085722,216.86378982307374,79.16469813923524,10.755365985305762,11.29316911778285,11.024267551544307,99.63271377440084,24
20260329T154850Z-screen_training_topology-mem_leak-ibase-dbase-wbase-s01-r05,screen_training_topology,mem_leak,paper_aligned,extended,training,H-kfold-geometry,"Reduced K-fold, smaller map, clip; quantile 0.80 to improve pre-fault alarm rate in lab.",extended-beyond-paper,base,base,base,fresh_bootstrap,5,1,2180437908,2180437908,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,21,0,21,0,injection_onset,before_any_future_fault_start,1774810035.708686,1774810057.2289898,,base,5,3,0.8,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,365877376.7314286,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",7046016.030012375,one_to_one,True,,9,649,5.4908471816121125,1,0,0,0.7875,train_max_100,clip_300,9197343.482698474,26014006.114407398,0.04666666666666666,82776064.0,56.40504849497245,55.52266262952259,4748.838175837447,229.34085278153634,61.493359772950306,8.139269985539409,9.352899615693513,8.74608480061646,117.65095406512195,12
20260329T154850Z-screen_training_topology-mem_leak-ibase-dbase-wbase-s01-r07,screen_training_topology,mem_leak,paper_aligned,extended,training,H-kfold-geometry,"Reduced K-fold, smaller map, clip; quantile 0.80 to improve pre-fault alarm rate in lab.",extended-beyond-paper,base,base,base,fresh_bootstrap,7,1,511277983,511277983,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,19,0,19,0,injection_onset,before_any_future_fault_start,1774810318.188452,1774810338.065779,,base,5,3,0.8,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,650830903.2634921,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",28638979.97140395,one_to_one,True,,9,648,8.25236009523143,1,0,0,0.8,train_max_100,clip_300,9157293.700609365,25900728.238124963,0.0617499999999999,82415616.0,59.7087872253026,60.33605683479546,5093.140926249464,243.46419197912002,74.66859085684783,14.049297147690938,13.473867204499017,13.76158217609498,44.46180561508541,30
20260329T154850Z-screen_training_topology-mem_leak-ibase-dbase-wbase-s01-r09,screen_training_topology,mem_leak,paper_aligned,extended,training,H-kfold-geometry,"Reduced K-fold, smaller map, clip; quantile 0.80 to improve pre-fault alarm rate in lab.",extended-beyond-paper,base,base,base,fresh_bootstrap,9,1,2017303059,2017303059,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,19,0,19,0,injection_onset,before_any_future_fault_start,1774810597.575043,1774810617.1961842,,base,5,3,0.8,1,20,20,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,652194065.0666666,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",28640518.53306292,one_to_one,True,,9,649,9.293965557978204,1,0,0,0.7875,train_max_100,clip_300,9177773.715231491,25958654.420470074,0.058749999999999906,82599936.0,59.05456379028567,59.92646430413449,5048.0730444834335,240.2914289307516,77.2504552641483,13.304201387354354,12.255516960412617,12.779859173883487,40.762957225580315,29
